274,"DOCENTE ""IMPLEMENTACIÓN DE LA METODOLOGÍA 5s""",2020,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI MEXICO,30,AB90-245EB7372B3D
275,"DOCENTE "" LA TUTORIA COMO ELEMENTO FUNDAMENTAL EN ....""",2018,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI MEXICO,30,AB90-245EB7372B3D
276,Gestión del proceso de enseñanza-aprendizaje en educación superior,2018,Universidad Autónoma de San Luis Potosí México,30,BF99-069AB1B1876E
277,Estrategia de formación para la incorporación de tecnologías 2020. Edición de recursos educativos en audio,2020,Universidad Autónoma de San Luis Potosí México,3,BF99-069AB1B1876E
278,Estructuración de actividades no presenciales a través de TIC,2020,Universidad Autónoma de San Luis Potosí México,36,BF99-069AB1B1876E
279,Evaluación externa y autoevaluación MR2018,2020,Consejo de Acreditación de la Enseñanza de la Ingeniería  A. C. México,30,BF99-069AB1B1876E
280,Diplomado Microsoft Teams 4a emisión: Alternancia de dinámicas de enseñanza y aprendizaje para la educación remota e híbrida,2021,MICROSOFT MÉXICO,120,AECC-3717A5139483
281,Evaluación de atributos de egreso e instrumentos de medición,2020,Consejo de Acreditación de la Enseñanza de la Ingeniería  A. C. México,10,BF99-069AB1B1876E
282,Curso - teórico Evaluación externa y autoevaluación de los programas de ingeniería MR2018,2020,Consejo de Acreditación de la Enseñanza de la Ingeniería México,30,9F70-631542E15748
283,Curso teórico práctico Inducción al Reglamento de la Facultad de Ingeniería,2016,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSI México,40,9F70-631542E15748
284,Curso teórico práctico  Evaluación de atributos de egreso e instrumentos de medición,2020,Consejo de Acreditación de la Enseñanza de la Ingeniería México,10,9F70-631542E15748
285,Curso teórico práctico Sistema de aprendizaje Moodle 2.1,2015,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSI México,40,9F70-631542E15748
286,Aspectos clave del diseño de humedales construidos ,2019,Universidad Autónoma de San Luis Potosí  y la Pontificia Universidad Javeriana  México,20,911A-421C9A53F3F4
287,Curso de Pruebas de Bombeo,2019,Universidad Autónoma de San Luis Potosí  México,35,911A-421C9A53F3F4
288,Pruebas de Bombeo,2019,Asociación Geohidrológica Mexicana AC México,33,911A-421C9A53F3F4
289,Construcción de Ambientes de Aprendizaje ,2020,MAYAHII  México,40,911A-421C9A53F3F4
290,Diplomado en Gestión Social y Desarrollo Comunitario,2020,Instituto de desarrollo social  México,120,911A-421C9A53F3F4
291,Estructuración de actividades no presenciales a travéz de Didac-TIC,2020,Universidad Autónoma de San Luis Potosí  México,36,911A-421C9A53F3F4
292,Meteorología de patio trasero: La Ciencia del Tiempo,2020,Harvard  México,30,911A-421C9A53F3F4
293,Comunicación efectiva para el líder actual ,2020,Tecnológico de Monterrey  México,36,911A-421C9A53F3F4
294,Instalaciones Hidráulicas y sanitarias ,2020,Colegio Potosino siglo XXI México,6,911A-421C9A53F3F4
295,Diplomado en Educación Financiera ,2020,La Comisión Nacional para la Protección y Defensa de los Usuarios  de Servicios Financieros México,150,911A-421C9A53F3F4
296,Transitando hacia nuevos modelos educativos,2021,Universidad Autónoma de San Luis Potosí México,40,A319-B3099653A086
297,Competencias Profesionales y Currículum,2010,Universidad Autónoma de San Luis Potosí México,30,9CD4-C3F1E58742DD
298,Comunicación Interpersonal en el Trabajo,2010,Consultores Schwarz México,8,9CD4-C3F1E58742DD
299,El Profesor-tutor Universitario,2010,Universidad Autónoma de San Luis Potosí México,30,9CD4-C3F1E58742DD
300,Trasformación de los Planes y Programas de Estudio al sistema SATCA,2011,Universidad Autónoma de San Luis Potosí México,8,9CD4-C3F1E58742DD
301,Introducción a la norma ISO 9001:2008,2013,ISO Lean Sigma Consultores México,9,9CD4-C3F1E58742DD
302,Taller para el manejo del sistema de evaluación CECEI,2014,CACEI México,10,9CD4-C3F1E58742DD
303,5to Diplomado de Alta dirección para directivos de instituciones formadoras de ingenieros,2017,ANFEI México,120,9CD4-C3F1E58742DD
304,Normativa Universitaria  Perspectiva de Género y Derechos Humanos en el ámbito Universitario,2021,UASLP México,12,A789-29AD6B988B66
305,Evaluación de atributos de egreso e instrumentos de medición,2020,Consejo de Acreditación de la Enseñanza de la Ingeniería  A.C. México,10,A789-29AD6B988B66
306,Inducción a la normatividad de la Facultad de Ingeniería,2020,Universidad Autonoma de San Luis Potosí México,10,961E-D1D3CBCC7E87
308,"Curso - Taller ""Transitando hacia nuevas modalidades de aprendizaje""",2021,Facultad de Ingeniería de la Universidad Autónoma de San Luis Potosí México,30,ABEE-70E67AFB9226
310,Transitando hacia nuevas modalidades de aprendizaje,2021,FI-UASLP Mexico,30,96BA-EB25A6DA1F69
311,Transitando hacia nuevas modalidades de aprendizaje,2021,Universidad Autónoma de San Luis Potosí  Facultad de Ingeniería México,30,B2B9-C9CB95F55072
312,Transitando hacia nuevas modalidades de aprendizaje,2021,Universidad Autónoma de San Luis Potosí México,30,BC92-8E3D54432C8E
313,Transitando hacia nuevas modalidades de aprendizaje,2021,Universidad Autonoma de San Luis Potosí México,30,961E-D1D3CBCC7E87
323,Taller ?Estrategias de formación para la incorporación de tecnologías 2020?.,2020,Secretaria Académica  UASLP México,3,B0BC-B5007BAAE968
324,Taller ?Aspectos avanzados de Didact-TIC?.,2020,Secretaria Académica  UASLP México,3,B0BC-B5007BAAE968
325,Curso ?Elaboración de actividades no presenciales mediante espacios virtuales?.,2020,Secretaria Académica  UASLP México,36,B0BC-B5007BAAE968
326,Taller ?Herramientas para la creación de Rúbricas?.,2019,Secretaria Académica  UASLP México,3,B0BC-B5007BAAE968
327,Taller ?Creencias ? Liderazgo Transformacional?.,2019,Secretaria Académica  UASLP México,4,B0BC-B5007BAAE968
328,Curso ?Actividades no presenciales mediadas por espacios virtuales?.,2019,Secretaria Académica  UASLP México,15,B0BC-B5007BAAE968
329,Curso ?Introducción a la normativa de la Facultad de Ingeniería?.,2017,Facultad de Ingeniería  UASLP México,12,B0BC-B5007BAAE968
330,Transitando hacia nuevos modelos educativos,2021,Facultad de Ingeniería de la Universidad Autónoma de San Luis Potosí México,20,8124-EC5803EE2762
331,Curso intermedio de Microsoft Teams,2021,Facultad de Ingeniería de la Universidad Autónoma de San Luis Potosí México,40,8124-EC5803EE2762
332,Curso de plataforma Zoom,2020,Hotmart México,40,8124-EC5803EE2762
333,Aplicación de Surfer y Autocad Map en los Modelos Digitales de Elevación del terreno,2018,Facultad de Ingeniería de la Universidad Autónoma de San Luis Potosí México,40,8124-EC5803EE2762
334,Experimentación Mecánica Eléctrica ,2021,Universidad Autónoma de San Luis Potosí Mexico,32,8324-B94E47D8231B
336,Taller: Elementos básicos de Didac-tic,2021,Universidad Autónoma de San Luis Potosí México,3,8324-B94E47D8231B
337,Diseño de materiales educativos digitales,2020,Universidad de la Salle Bajio Mexico,40,8284-768C794E0589
338,Clases en línea efectivas: Enseñando desde casa,2020,Plataforma MéxicoX Mexico,16,8284-768C794E0589
339,Curso: Conducción estratégica del Proceso Enseñanza-Aprendizaje,2021,Universidad Autónoma de San Luis Potosí México,30,997A-AB1828654532
340,Curso: Transitando hacia nuevas modalidades de aprendizaje,2021,Universidad Autónoma de San Luis Potosí México,30,997A-AB1828654532
341,Taller virtual: Evaluación externa y autoevaluación MR2018,2020,Consejo de Acreditación de la Enseñanza de la Ingeniería  A.C  (CACEI)  México,30,8324-B94E47D8231B
342,Curso. Accel 5. Aprendizaje transformador en minutos,2021,Sistema de Bibliotecas  Facultad de Ingeniería  U.A.S.L.P. México,1,B9A1-61C42F25B3C7
343,Curso. Introducción a la Normativa de la Facultad de Ingeniería,2021,Facultad de Ingeniería  U.A.S.L.P. México,9,B9A1-61C42F25B3C7
344,Curso. Herramientas de colaboración en línea,2020,Facultad de Ingeniería  U.A.S.L.P. México,10,B9A1-61C42F25B3C7
345,Curso. Liderazgo Distribuido,2019,Facultad de Ingeniería  U.A.S.L.P. México,10,B9A1-61C42F25B3C7
346,Taller Normativa de la Facultad de Ingeniería,2018,UNIVESRSIDAD AUTONOMA DE SAN LUIS POTOSI México,12,AE08-4698961972FC
347,"CURSO-TALLER ""TRANSITANDO HACIA NUEVAS MODALIDADES DE APRENDIZAJE",2021,UASLP MEXICO,30,9C1B-696DA8166949
348,"TALLER ""ELEMENTOS BÁSICOS DE DIDAC-TIC""",2021,UASLP MEXICO,3,9C1B-696DA8166949
349,"TALLER ""USO DE MS TEAMS PARA LA COMUNICACIÓN Y LA DOCENCIA A DISTANCIA""",2021,UASLP MEXICO,3,9C1B-696DA8166949
350,CREACIÓN DE CUESTIONARIOS DE EVALUACIÓN RÁPIDA,2020,SECRETARÍA ACADÉMICA UASLP México,3,BE57-96B19C4BE341
351,ELEMENTO EXAMEN DIDACTIC,2020,SECRETARÍA ACADÉMICA UASLP México,3,BE57-96B19C4BE341
352,ESTRATEGIA DE FORMACIÓN PARA INCORPORACIÓN DE TECNOLOGÍAS 2020,2020,SECRETARÍA ACADÉMICA UASLP México,3,BE57-96B19C4BE341
353,ACTIVIDADES NO PRESENCIALES MEDIANTE ESPACIOS VIRTUALES,2020,SECRETARÍA ACADÉMICA UASLP México,36,BE57-96B19C4BE341
354,USO DE MS TEAMS PARA COMUNICACIÓN Y EDUCACIÓN A DISTANCIA,2021,SECRETARÍA ACADÉMICA UASLP México,3,BE57-96B19C4BE341
355,ELEMENTO EXAMEN DIDACTIC,2021,SECRETARÍA ACADÉMICA UASLP México,3,BE57-96B19C4BE341
356,CURSO TALLER USO HERRAMIENTAS MS TEAMS,2020,ÁREA MECÁNICA ELÉCTRICA FACULTAD DE INGENIERÍA UASLP México,30,BE57-96B19C4BE341
360,GESTIÓN Y DESARROLLO SOCIAL,2019,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ - FACULTAD DE INGENIERÍA MÉXICO,30,8B9E-D37B05FCF21B
361,METODOLOGÍA DE LA INVESTIGACIÓN,2019,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ - FACULTAD DE INGENIERÍA MÉXICO,30,8B9E-D37B05FCF21B
362,TRANSITANDO HACIA NUEVAS MODALIDADES DE APRENDIZAJE,2021,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ MÉXICO,30,8B9E-D37B05FCF21B
363,Curso Taller Transitando hacia nuevas modalidades educativas,2021,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI MEXICO,30,9FD7-04AA740996E7
364,Seminario Taller Técnicas Didácticas y Estrategias de Enseñanza Aprendizaje Colaborativo (AC) y Aprendizaje Basado en Problemas (ABP),2015,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI MEXICO,30,9FD7-04AA740996E7
365,Moodle 2.7,2017,Universidad Autónoma de San Luis Potosí  Facultad de Ingeniería México,30,8848-48AE333AF935
366,Curso de Excel,2017,Universidad Autónoma de San Luis Potosí  Facultad de Ingeniería México,40,8848-48AE333AF935
367,CURSO - TALLER  TRANSITANDO  HACIA  NUEVOS  MODELOS EDUCATIVOS,2021,FAC.  INGENIERIA    UASLP México,20,A8BC-DB8861AF4656
368,Sensibilización en perspectiva de género y educación superior,2017,Facultad de Ingeniería  UASLP México,30,9A78-53B1701FA2F9
369,Talleres de acompañamiento para el diseño curricular en rest.2018 - 2019,2018,Facultad de Ingeniería  UASLP México,18,9A78-53B1701FA2F9
370,Curso: Gestión y desarrollo social,2019,Facultad de Ingeniería  UASLP México,30,9A78-53B1701FA2F9
371,Curso: Habilidades digitales,2019,Facultad de Ingeniería  UASLP México,30,9A78-53B1701FA2F9
372,Curso: Uso de sitio Web para academia,2020,Facultad de Ingeniería  UASLP México,2,9A78-53B1701FA2F9
373,"taller teoría-practica:""COLABORACIÓN EN LÍNEA 2.0""",2020,Universidad Autónoma de San Luis Potosí Mexico,6,8324-B94E47D8231B
374,INCORPORACIÓN DE TECNOLOGIAS 2020,2020,UASLP MEXICO,6,B09A-8AF795E144FC
375,ELABORACION DE ACTIVIDADES NO PRESENCIALES MEDIANTE ESPACIOS VIRTUALES ,2020,UASLP MEXICO,36,B09A-8AF795E144FC
376,GESTION Y DESARROLLO SOCIAL.,2019,UASLP MEXICO,30,B09A-8AF795E144FC
377,METODOLOGÍA DE LA INVESTIGACIÓN,2019,UASLP MEXICO,30,B09A-8AF795E144FC
378,HABILIDADES DIGITALES.,2019,UASLP MEXICO,30,B09A-8AF795E144FC
379,ACOMPAÑAMIENTO PARA EL DISEÑO Y SEGUIMIENTO CURRICULAR EN REESTRUCTURACIONES ,2018,UASLP MEXICO,7,B09A-8AF795E144FC
380,TRANSITANDO HACIA NUEVAS MODALIDADES DE APRENDIZAJE,2021,UASLP MEXICO,30,B09A-8AF795E144FC
381,INTRODUCCION A LA NORMATIVA DE LA FACULTAD DE INGENIERIA ,2016,UASLP MEXICO,30,B09A-8AF795E144FC
382,SENSIBILIZACION DE PERSPECTIVA DE GENERO Y EDUCACION SUPERIOR,2016,UASLP MEXICO,30,B09A-8AF795E144FC
383,SEMINARIO ESTRATEGIAS DE GESTIÓN DE RECURSOS PARA INVESTIGACIÓN Y DESARROLLO,2021,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,10,A8DF-1E597B3CE75A
389,Evaluación externa y autoevaluación MR2018,2020,Universidad Autónoma de San Luis Potosí / CACEI México,30,8DA2-BF0ED1B77A29
390,Evaluación de atributos de egreso e instrumentos de medición,2020,Universidad Autónoma de San Luis Potosí / CACEI México,10,8DA2-BF0ED1B77A29
391,curso formacion de instructores/ presencial,2017,stps(secretaria del trabajo y prevision social) y  aderiac México,30,86A4-7121696F4C82
392,USO DE MICROSOFT TEAMS COMO HERRAMIENTA PARA EL TRABAJO DOCENTE,2020,FACULTAD DE INGENIERÍA ESTADOS UNIDOS MEXICANOS,36,A8DF-1E597B3CE75A
393,Taller de capacitación,2021,Universidad Autónoma de San Luis Potosí México,3,9342-061E0F0BC6B4
394,Curso de capacitación,2019,Universidad Autónoma de San Luis Potosí México,10,9342-061E0F0BC6B4
406,Acoso escolar  Violencia Escolar y en la escuela,2020,Comisión Nacional de Derechos Humanos (CNDH) México,40,8DDE-294DB0FB421C
407,Convivencia escolar desde la perspectiva de los derechos humanos,2020,Comisión Nacional de Derechos Humanos (CNDH) México,40,8DDE-294DB0FB421C
410,Exploración de habilidades para la docencia en Media Superior,2020,Asociación Nacional de Universidades e Instituciones de Educación Superior de la República Mexicana (ANUIES) México,40,8DDE-294DB0FB421C
411,Manejo y dominio del lenguaje y cultura digitales para la docencia,2020,PruébaT Fundación Carlos Slim México,40,8DDE-294DB0FB421C
412,Exploración de habilidades para la docencia en Media Superior,2021,Asociación Nacional de Universidades e Instituciones de Educación Superior de la República Mexicana (ANUIES) México,40,8DDE-294DB0FB421C
413,Exploración de habilidades para la docencia en Media Superior,2021,PruébaT Fundación Carlos Slim México,40,8DDE-294DB0FB421C
414,Introducción a la Normativa de la Facultad de Ingeniería ? Parte I,2016,UASLP México,30,BB8F-435F127F2A7E
415,Introducción a la Normativa de la Facultad de Ingeniería ? Parte II,2016,UASLP México,30,BB8F-435F127F2A7E
416,Estrategias de Innovación Educativa para la Mejora Continua de la Operación de los Laboratorios de la Facultad de Ingeniería,2016,UASLP México,30,BB8F-435F127F2A7E
417,Planeación Didáctica,2016,Montellano Espinosa México,40,BB8F-435F127F2A7E
418,Actividades no Presenciales Mediadas por Espacios Virtuales,2019,UASLP México,15,BB8F-435F127F2A7E
419,Aspectos Avanzados de Didáctic,2020,UASLP México,3,BB8F-435F127F2A7E
420,Curso de Habilidades: Listening - Speaking,2021,UASLP México,80,BB8F-435F127F2A7E
421,Técnicas Didácticas y Estrategias de Enseñanza Aprendizaje,2015,Universidad Autónoma de San Luis Potosí México,30,A7E7-D92B4766AE06
422,Innovación de la enseñanza de Ciencia e Ingeniería de Materiales,2016,Universidad Autónoma de San Luis Potosí México,16,A7E7-D92B4766AE06
424,Automatiza tu clase con Power Platform y Microsoft Teams,2021,Microsoft Mexico Mexico,7,97B0-E40EC464619C
425,Diplomado en Planeación Estratégica de la Educación Superior Universitaria. Modulo 1: Competencias para la Gestión Estratégica de Instituciones Educativas. UASLP Octubre 2008.,2008,Universidad Autónoma de San Luis Potosí México,30,B311-E68931130BE5
426,Didáctica e Innovación Educativa en la Enseñanza Universitaria Instituto de Ciencias Educativas.  Duración: 30 horas Universidad Autónoma de San Luis Potosí Febrero-Marzo de 1998,1998,Universidad Autónoma de San Luis Potosí México,30,B311-E68931130BE5
427,Seminario Estrategias de Gestión de Recursos para Investigación y Desarrollo.,2021,Universidad Autónoma de San Luis Potosí México,10,B311-E68931130BE5
428,Uso de MS Teams para la comunicación y la docencia a distancia,2021,Universidad Autónoma de San Luis Potosí México,3,B311-E68931130BE5
429,Seminario Universitario para la búsqueda de Información Global,2018,Universidad Autónoma de San Luis Potosí México,10,B311-E68931130BE5
430,Configuración del registro ORCID ID para incrementar el Impacto Académico de los Investigadores en la UASLP,2017,Universidad Autónoma de San Luis Potosí México,10,B311-E68931130BE5
431,Introducción a la NORMA ISO 9001:2015,2020,Universidad Autónoma de San Luis Potosí  Mexico,12,A946-D33996556BD2
432,Legislación Universitaria ,2020,Universidad Autónoma de San Luis Potosí  Mexico,30,A946-D33996556BD2
433,Avances Tecnológicos en el Análisis Espectroscopia por FTIR y Raman,2018,Instrumentación y Servicios Analíticos  S.A. de C.V. Mexico,8,A946-D33996556BD2
434,Curso Taller ?English skills in haigher education as a key element to Improve mobility and internationalization. Training course for teachers?.,2017,Secretaría Académica  U. A. S. L. P México,40,8802-DF575AF48C52
435,Curso Taller ?Estrategias para la Evaluación de Resultados del Aprendizaje en el marco del M.E. U.A.S.L.P.,2017,Secretaría Académica  U. A. S. L. P México,30,8802-DF575AF48C52
436,Curso Taller  ?Estrategias de Innovación Educativa para la Mejora Continua de la Operación de los Laboratorios de la F.I.? ,2016,Facultad de Ingeniería U. A. S. L. P. México,30,8802-DF575AF48C52
437,Seminario Taller: ?Técnicas Didácticas y Estrategias de Enseñanza Aprendizaje Colaborativo (AC) y Aprendizaje basado en Problemas (ABP)?.,2015,Facultad de Ingeniería U. A. S. L. P. México,30,8802-DF575AF48C52
438,Curso: ?Taller de Superación Docente acorde al Perfil PRODEP?,2015,Facultad de Ingeniería U. A. S. L. P. México,30,8802-DF575AF48C52
439,English as second lenguaje services,2015,University of Texas at Austin U.S.A.,104,8802-DF575AF48C52
442,Diplomado Microsoft teams 4ª emisión: ?Alternancia de dinámicas de enseñanza y aprendizaje para la educación hibrída y remota?,2021,Microsoft México MEXICO,120,92B7-C236F989B5A9
446,Evaluación externa y autoevaluación MR2018,2020,El Consejo de Acreditación de la Enseñanza de la Ingeniería  A.C. CACEI MEXICO,30,92B7-C236F989B5A9
447,Talleres de la estrategia de Formación para la incorporación de Tecnologías,2020,UASLP MEXICO,3,92B7-C236F989B5A9
449,Curso de actividades no presenciales medidas por espacios virtuales,2020,UASLP MEXICO,30,92B7-C236F989B5A9
450,Talleres de la estrategia de Formación para la incorporación de Tecnologías,2020,La secretaria academica de la UASLP MEXICO,9,92B7-C236F989B5A9
451,Coloquio Institucional ECOS,2019,UASLP MEXICO,14,92B7-C236F989B5A9
452,Actividades no presenciales mediadas por espacios virtuales,2019,UASLP MEXICO,15,92B7-C236F989B5A9
453,Curso de Planeación Didáctica,2018,MONTELLANO & ESPINOSA MEXICO,40,92B7-C236F989B5A9
454,BLACK BELT ,2008,EATON UNIVERSITY ESTADOS UNDOS ,80,BA70-1B37D5E82DBC
455,AUDITOR INTERNO ISO/TS 16949:2009,2009,PLEXUS INTERNATIONAL Estados Unidos ,40,BA70-1B37D5E82DBC
456,LEAN TOOL LEADER,2019,EATON UNIVERSITY MEXICO,80,BA70-1B37D5E82DBC
457,TALLER LEAN MANUFACTURING ,2018,MDC MEXICO,24,BA70-1B37D5E82DBC
458,GREEN BELT ,2006,EATON QUALITY INSTITUTE Estados Unidos,112,BA70-1B37D5E82DBC
459,DIPLOMADO FORMACION ESTRATEGICA PARA GERENTES DE ALTO DESEMPEÑO,2017,TECNOLOGICO DE MONTERREY MEXICO,112,BA70-1B37D5E82DBC
460,TALLER EMPOWERMENT GERENCIAL,2016,TECNOLOGICO DE MONTERREY MEXICO,8,BA70-1B37D5E82DBC
461,DESARROLLO DE SUPERVISORES,2013,TECNOLOGICO DE MONTERREY MEXICO,20,BA70-1B37D5E82DBC
462,congreso de Sexualidad y Pareja,2018,CEFAP México,20,A8F8-E95C79976CBE
463,TERAPIA TANTRICA,2021,SAIVA MEXICO México,40,A8F8-E95C79976CBE
464,Estrategia de Formación para la Incorporación de Tecnologías 2020 a la educación,2020,Secretaría Académica  U. A. S. L. P México,30,8802-DF575AF48C52
465,Diplomado TEAMS,2020,Microsoft  México,40,AE8D-E5CD887CE287
466,Curso,2020,Habilidades Digitales para la Impartición de Cursos Online México,32,AE8D-E5CD887CE287
467,Uso de MS TEAMS para la comunicación y la docencia a distancia,2021,SECRETARÍA ACADÉMICA  UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ MÉXICO,3,AE8D-E5CD887CE287
468,Taller ELEMENTO EXAMEN EN DIDACTIC,2021,SECRETARÍA ACADÉMICA  UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ MÉXICO,3,AE8D-E5CD887CE287
469,CURSO : FINANZAS PARA NO FINANCIEROS,2021,CUATE   UASLP MEXICO,30,8F13-580573C094AA
470,Curso Microsoft Teams,2020,Universidad Autónoma de San Luis Potosí México,10,AD95-FFF7D1BFB099
471,Curso Trabajo docente enriquecido mediante TIC,2019,Universidad Autónoma de San Luis Potosí México,33,AD95-FFF7D1BFB099
472,Curso-Taller Trabajo docente enriquecido mediante TIC,2018,Universidad Autónoma de San Luis Potosí México,45,AD95-FFF7D1BFB099
473,Curso-Taller El curriculum universitario: historia  conceptos y procedimientos,2018,Universidad Autónoma de San Luis Potosí México,30,AD95-FFF7D1BFB099
474,Automatiza tu clase con Power Platform y Miucrosift Teams,2021,Microsoft México,8,AD95-FFF7D1BFB099
475,Microsoft Teams 4a. Emisión: Alternancia de dinámicas de enseñanza y aprendizaje para la educación híbrida y remota,2021,Microsoft México,120,AD95-FFF7D1BFB099
476,cURSO DE mICROSOFT TEAMS PARA EL TRABAJO DOCENTE,2020,Facultad de Ingeniería México,36,B176-B8E05100F393
477,Transitando hacia nuevas modalidades de aprendizaje.,2021,Facultad de Ingeniería México,30,B176-B8E05100F393
478,workshop,2020,Red OTT Mexico y La Universidad Autonoma de Nuevo Leon México,20,BAE6-8C795CF7F1B0
479,taller,2021,Consejo Potosino de Ciencia y Tecnología CoPoCyT México,16,BAE6-8C795CF7F1B0
481,Estrategia de formación para la incorporación de tecnologías 2020.,2020,UASLP México,9,B116-2A08D08D3E53
482,Elaboración de actividades  no presenciales mediante espacios virtuales,2020,UASLP México,36,B116-2A08D08D3E53
483,Estrategia de formación para la incorporación de tecnologías 2020.,2020,UASLP México,6,B116-2A08D08D3E53
484,Estructuración de actividades no presenciales a través de Didac-TIC,2020,UASLP México,36,B116-2A08D08D3E53
485,Transitando hacia nuevas modalidades de aprendizaje,2021,UASLP México,30,B116-2A08D08D3E53
486,Uso de MS TEAMS para la comunicación y la docencia a distancia,2021,UASLP México,3,B116-2A08D08D3E53
487,Estrategia de formación para la incorporación de tecnologías 2018.,2018,UASLP México,3,B116-2A08D08D3E53
488,TALER DE NIEVAS TECNOLOGÍAS ,2018,FACULTAD DE INGENIERÍA UASLP México,30,8A8A-8FC56D337994
489,ATENCIÓN Y SEGUIMIENTO A VISITAS DE INSPECCION,2018,FACULTAD DE INGENIERÍA UASLP México,30,8A8A-8FC56D337994
490,3a  SEMANA DE PROTECCIÓN CIVIL,2018,SECRETARIA DEL TRABAJO Y PREVISIÓN SOCIAL  México,40,8A8A-8FC56D337994
491,Estrategias de evaluación de resultados de aprendizaje en Maestros de las UASLP,2018,UASLP México,30,8A8A-8FC56D337994
492,2a  SEMANA DE PROTECCIÓN CIVIL,2017,SECRETARIA DEL TRABAJO Y PREVISIÓN SOCIAL  México,40,8A8A-8FC56D337994
493,1a semana de proteccion cicil ,2016,SECRETARIA DEL TRABAJO Y PREVISIÓN SOCIAL  México,40,8A8A-8FC56D337994
494,Teoría y manejo del fuego ,2016,FACULTAD DE INGENIERÍA UASLP México,20,8A8A-8FC56D337994
495,Ciclo Hidrológico y su repercusión  en el ecosistema,2016,FACULTAD DE INGENIERÍA UASLP México,20,8A8A-8FC56D337994
496,Semana de seguridad  e higiene en el trabajo,2016,SECRETARIA DEL TRABAJO  Y PREVISIÓN SOCIAL  México,40,8A8A-8FC56D337994
497,MODELO UNIVERSITARIO DE FORMACIÓN INTEGRAL,2015,UASLP México,30,8A8A-8FC56D337994
498,REGISTRO COMO TERCER ACREDITADO PARA ELABORAR PROGRAMAS INTERNOS DE PROTECCIÓN CIVIL,2019,PROTECCIÓN CIVIL ESTATAL DE SAN LUIS POTOSI México,8,B548-C001774C5E41
499,REGISTRO COMO  AGENTE CAPACITADOR DE BRIGADAS DE EMERGENCIA,2021,PROTECCIÓN CIVIL ESTATAL DE SAN LUIS POTOSI México,8,B548-C001774C5E41
500,REGISTRO COMO  AGENTE CAPACITADOR DE BRIGADAS DE EMERGENCIA,2019,PROTECCIÓN CIVIL ESTATAL DE SAN LUIS POTOSI México,8,B548-C001774C5E41
501,REGISTRO COMO  AGENTE CAPACITADOR DE BRIGADAS DE EMERGENCIA,2020,PROTECCIÓN CIVIL ESTATAL DE SAN LUIS POTOSI México,8,B548-C001774C5E41
502,REGISTRO COMO  AGENTE CAPACITADOR DE BRIGADAS DE EMERGENCIA,2021,PROTECCIÓN CIVIL ESTATAL DE SAN LUIS POTOSI México,8,B548-C001774C5E41
503,REGISTRO COMO TERCER ACREDITADO PARA ELABORAR PROGRAMAS INTERNOS DE PROTECCIÓN CIVIL,2020,PROTECCIÓN CIVIL ESTATAL DE SAN LUIS POTOSI México,8,B548-C001774C5E41
504,DIPLOMADO EN SEGURIDAD Y SALUD EN EL TRABAJO,2017,INSTITUTO CULTURAL MANUEL JOSE OTHON México,40,B548-C001774C5E41
506,Transitando hacia nuevas modalidades de aprendizaje,2021,Universidad Autónoma de San Luis Potosí México,30,8B55-2FD9C2CDB9DB
507,Proceso de acreditación: Integración de la autoevaluación CACEI,2021,Universidad Autónoma de San Luis Potosí México,30,8B55-2FD9C2CDB9DB
508,Humanistica,2003,uaslp mexico,30,B35E-C5C98DAFE194
509,Curso Taller Transitando hacia nuevos modelos educativos,2021,Facultad de Ingeniería UASLP México,30,95A7-77393E09179F
510,Curso Introducción a la Normativa de la Facultad de Ingeniería,2021,Facultad de Ingeniería UASLP México,9,95A7-77393E09179F
511,Curso Taller Habilidades digitales para la impartición de cursos on line,2020,Facultad de Ingeniería UASLP México,30,95A7-77393E09179F
512,Curso Taller de Alineación para obtener la Certificación en Diseño de Cursos de Capacitación Presenciales  sus Instrumentos de Evaluación y Material Didáctico EC0049. INCA Rural y CONOCER,2013,PROLCI México,30,95A7-77393E09179F
513,Curso Taller de Alineación para obtener la Certificación en Impartición de cursos de capacitación presenciales EC0048. PROLCI S.C. y CONOCER. 2012,2012,PROLCI México,30,95A7-77393E09179F
514,Modulo III Química e Ingeniería Verde para la Producción Limpia,2018,UASLP UAMZH México,30,AAA3-DB11D6BC67F5
515,V Congreso Internacional de Químia e Ingeniería Verde,2019,Universidad Autónoma de Nuevo León México,30,AAA3-DB11D6BC67F5
516,Proceso de acreditación  integración de la autoevaluación,2021,Facultad de Ingeniería-UASLP México,40,A671-CCC4DB53F52B
517,Inducción a la normatividad de la Facultad de Ingeniería,2020,Facultad de Ingeniería-UASLP México,10,A671-CCC4DB53F52B
